Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin,Level,Rarity,Item Type
Medium Bag of Skritt Shinies,1291.5,398,1990,2261,29,324.49748743719,0,1,4
Icy Sack,922.25,304,1445,1951,219,303.37171052632,0,1,4
Moldy Bag,1258,1120,2800,4411,28,112.32142857143,0,1,4
10 Slot Wool Bag,667.9,1620,2694,2248,528,41.228395061728,0,1,2
12 Slot Cotton Bag,1197.25,6557,9125,1075,309,18.259112398963,0,1,2
15 Slot Linen Bag,2051.65,13407,18189,1727,379,15.30282688148,0,1,2
12 Slot Coarse Leather Pack,863.7,3301,4902,1849,1079,26.164798545895,0,1,2
15 Slot Rugged Leather Pack,2365.65,9523,13989,2102,342,24.841436522104,0,1,2
12 Slot Steel Box,1296.15,3784,5979,580,447,34.25343551797,0,1,2
10 Slot Invisible Leather Pack,523.35,1116,1931,1460,351,46.895161290323,0,2,2
10 Slot Oiled Leather Pack,665.45,1268,2277,621,275,52.480283911672,0,2,2
12 Slot Invisible Leather Pack,1281.6,3099,5156,259,224,41.35527589545,0,2,2
12 Slot Oiled Leather Pack,1231.4,3819,5944,293,224,32.244042943179,0,2,2
15 Slot Invisible Leather Pack,1573.15,9304,12799,389,77,16.90831900258,0,2,2
15 Slot Oiled Leather Pack,2794.15,8763,13599,470,239,31.885769713568,0,2,2
10 Slot Equipment Box,1350.15,3645,5879,431,198,37.041152263374,0,2,2
10 Slot Safe Box,659.65,1114,2089,1094,441,59.214542190305,0,2,2
15 Slot Equipment Box,2219.1,9667,13986,482,152,22.955415330506,0,2,2
15 Slot Safe Box,1871.5,8743,12490,252,93,21.40569598536,0,2,2
12 Slot Safe Box,569.6,4712,6216,261,154,12.088285229202,0,2,2
10 Slot Invisible Bag,520.9,1257,2094,451,237,41.439936356404,0,2,2
15 Slot Invisible Bag,3185.8,10912,16588,184,75,29.195381231672,0,2,2
15 Slot Craftsman's Bag,3932.5,13108,20050,383,96,30.00076289289,0,2,2
18 Slot Craftsman's Bag,2696.45,26624,34497,611,98,10.127892127404,0,2,2
18 Slot Invisible Bag,4933.3,26003,36398,226,74,18.972041687498,0,2,2
20 Slot Gossamer Bag,10506.9,97436,126994,1135,90,10.783386017488,0,1,2
20 Slot Oiled Leather Pack,22838.7,90228,133022,553,14,25.312209070355,0,2,2
18 Slot Safe Box,2092,20856,27000,220,42,10.030686612965,0,2,2
Recipe: Tray of Peach Pies,85590.95,50056,159587,109,7,170.99039076235,75,2,3
Recipe: Tray of Chocolate Omnomberry Creams,66060,40103,124900,50,11,164.72583098521,80,2,3
Recipe: Tray of Mango Pies,70504.05,51072,143033,45,9,138.04834351504,80,2,3
Recipe: Tray of Omnomberry Bars,22156.3,50039,84938,44,18,44.278063110774,80,2,3
Recipe: Tray of Omnomberry ComRecipe: Pote,51887.5,16102,79990,66,12,322.24257856167,80,2,3
Recipe: Tray of Omnomberry Cookies,81499.65,50035,154749,17,7,162.88528030379,80,2,3
Recipe: Tray of Omnomberry Pies,58867.65,60036,139889,56,6,98.05391764941,80,2,3
Recipe: Tray of Omnomberry Tarts,56433.75,40035,113495,37,13,140.96103409517,80,2,3
Recipe: Feast of Tarragon Stuffed Poultrys,71492.9,22034,110034,43,6,324.4662793864,75,2,3
Recipe: Feast of Fire Flank Steak,60228,50270,130000,44,29,119.80903123135,80,2,3
Recipe: Feast of Orrian Steak Frittes,37704,60044,115000,32,16,62.793951102525,80,2,3
Recipe: Feast of Rare Veggie Pizzas,87377,40036,149900,31,14,218.24607852932,80,2,3
Recipe: Pot of Truffle Risotto,77436.75,50057,149995,18,11,154.69714525441,80,2,3
Recipe: Feast of Truffle Steak Dinner,47054.75,60039,125995,36,12,78.37364046703,80,2,3
Recipe: Feast of Truffle Steak,36453,40045,90000,48,12,91.030091147459,80,2,3
Recipe: Tray of Garlic Bread,27333.3,10488,44498,264,19,260.61498855835,25,2,3
Recipe: Feast of Fire Salsa,125622.4,40146,195024,48,7,312.91386439496,80,2,3
Recipe: Feast of Lotus Fries,43443.5,50046,109990,36,14,86.807137433561,80,2,3
Recipe: Tray of Omnomberry Bread,27610.15,61535,104879,26,14,44.869017632242,80,2,3
Recipe: Feast of Roasted Lotus Root,114451.3,30045,169998,34,8,380.93293393243,80,2,3
Recipe: Tray of Saffron Bread,94281.3,33045,149798,63,6,285.31184748071,80,2,3
Recipe: Feast of Saffron Stuffed Mushrooms,104376,40037,169900,15,6,260.69885356046,80,2,3
Recipe: Pot of Recipe: Potato and Leek Soup,77377,50036,149900,51,9,154.64265728675,75,2,3
Recipe: Pot of Poultry and Leek Soup,109495.15,69002,209999,26,15,158.68402365149,75,2,3
Recipe: Pot of Curry Butternut Squash Soup,27747,70001,115000,30,16,39.638005171355,80,2,3
Recipe: Pot of Lemongrass Poultry Soup,14992.05,70000,99993,55,36,21.417214285714,80,2,3
Recipe: Pot of Orrian Truffle and Meat Stew,146005.3,40056,218898,68,6,364.50294587577,80,2,3
Recipe: Pot of Orrian Truffle Soup,31796,60002,108000,42,10,52.991566947768,80,2,3
Recipe: Corrupted Shard,861,242,1300,731,390,355.78512396694,80,3,3
Recipe: Corrupted Revolver,573.75,151,855,304,49,379.96688741722,80,3,3
Recipe: Corrupted Bulwark,681.6,231,1076,341,136,295.06493506494,80,3,3
Recipe: Satchel of Cleric's Exalted Armor (Exotic),62659,38914,119500,107,9,161.01917047849,0,5,3
Recipe: Satchel of Valkyrie Exalted Armor (Exotic),152485.2,60006,249992,100,20,254.11658834117,0,5,3
Recipe: Satchel of Berserker's Exalted Armor (Exotic),118495,60003,210000,109,9,197.48179257704,0,5,3
Recipe: Satchel of Rampager's Exalted Armor (Exotic),113772.15,47708,189979,100,11,238.476041754,0,5,3
Recipe: Satchel of Knight's Exalted Armor (Exotic),117804,52109,199900,80,11,226.07227158456,0,5,3
Recipe: Satchel of Berserker's Masquerade Armor (Rare),74352.5,20004,111010,141,7,371.68816236753,0,4,3
Recipe: Box of Assassin's Gladiator Armor (Rare),75299.5,20077,112210,85,7,375.05354385615,0,4,3
Recipe: Box of Berserker's Barbaric Armor (Rare),68986.8,50001,139988,51,8,137.97084058319,0,4,3
Recipe: Box of Carrion Draconic Armor (Exotic),91957,26106,138900,58,11,352.2446947062,0,5,3
Recipe: Box of Assassin's Draconic Armor (Exotic),82990,40003,144700,70,13,207.45944054196,0,5,3
Recipe: Box of Berserker's Draconic Armor (Exotic),51994.15,50003,119999,121,15,103.98206107634,0,5,3
Recipe: Box of Valkyrie Draconic Armor (Exotic),78995.15,40002,139999,70,7,197.47800109994,0,5,3
Recipe: Box of Rampager's Draconic Armor (Exotic),88850.6,30110,139956,78,9,295.08668216539,0,5,3
Recipe: Box of Knight's Draconic Armor (Exotic),107945.85,32303,165001,41,11,334.16664086927,0,5,3
Recipe: Satchel of Carrion Emblazoned Armor (Exotic),134248,40000,205000,76,6,335.62,0,5,3
Recipe: Satchel of Assassin's Emblazoned Armor (Exotic),122579.75,33304,183395,112,6,368.0631455681,0,5,3
Recipe: Satchel of Berserker's Emblazoned Armor (Exotic),59998,25000,100000,63,12,239.992,0,5,3
Recipe: Satchel of Knight's Emblazoned Armor (Exotic),114496.15,30001,169999,70,7,381.64111196293,0,5,3
Recipe: Extended Potion of Ghost Slaying,18632.65,5003,27809,37,24,372.42954227464,0,5,3
Recipe: Extended Potion of Outlaw Slaying,14512,10986,30000,68,22,132.09539413799,0,5,3
Knight's Draconic Legs,4982.65,40005,52929,88,52,12.455068116485,80,5,0
Knight's Draconic Gauntlets,6983.15,30244,43799,98,60,23.089373098796,80,5,0
Knight's Draconic Coat,17149.65,40010,67249,101,65,42.863409147713,80,5,0
Carrion Gladiator Pauldrons,1598.45,3004,5417,13,10,53.210719041278,80,4,0
Berserker's Gladiator Legplates,2916.8,2868,6808,76,12,101.70153417015,80,4,0
Berserker's Gladiator Chestplate,2676.55,3104,6803,41,35,86.229059278351,80,4,0
Carrion Gladiator Helm,702,2696,4000,95,14,26.038575667656,80,4,0
Cleric's Exalted Boots,5771.7,7607,15742,55,45,75.873537531221,80,5,0
Berserker's Exalted Boots,5692.15,40205,53999,105,59,14.157816192016,80,5,0
Valkyrie Exalted Boots,2777.45,17584,23957,102,60,15.795325295723,80,5,0
Carrion Masquerade Boots,1087.25,3097,4925,50,15,35.106554730384,80,4,0
Knight's Masquerade Boots,4462.1,3582,9466,48,11,124.57007258515,80,4,0
Cleric's Exalted Pants,6424.65,10564,19989,58,55,60.816452101477,80,5,0
Berserker's Exalted Pants,7021.45,40574,55997,98,53,17.30529403066,80,5,0
Carrion Masquerade Leggings,3051.25,3156,7305,33,16,96.6809252218,80,4,0
Cleric's Masquerade Leggings,2213.75,3135,6295,33,30,70.614035087719,80,4,0
Berserker's Masquerade Leggings,2350.5,3606,7010,52,26,65.18302828619,80,4,0
Rampager's Masquerade Leggings,1740.9,3148,5754,36,22,55.301778907243,80,4,0
Knight's Masquerade Leggings,2399.65,3590,7049,19,13,66.842618384401,80,4,0
Valkyrie Masquerade Leggings,2522.65,3178,6709,40,22,79.37853996224,80,4,0
Carrion Exalted Coat,1000.3,8550,11238,200,192,11.699415204678,80,5,0
Berserker's Exalted Coat,3129.6,31256,40456,116,115,10.012797542872,80,5,0
Valkyrie Masquerade Raiments,1199.75,3078,5035,28,10,38.978232618583,80,4,0
Berserker's Exalted Mantle,4599,30249,41000,74,21,15.20380839036,80,5,0
Carrion Noble Pants,730,2668,4000,37,18,27.36131934033,80,4,0
Berserker's Noble Pants,5561.45,5501,13017,105,59,101.09889111071,80,4,0
Valkyrie Noble Pants,617.95,2871,4107,80,27,21.52385928248,80,4,0
Berserker's Emblazoned Pants,8716,41007,58500,164,39,21.254907698686,80,5,0
Valkyrie Emblazoned Pants,7098.45,33748,48057,80,41,21.033690885386,80,5,0
Berserker's Noble Coat,810.9,3500,5074,40,23,23.168571428571,80,4,0
Rampager's Emblazoned Gloves,1900.85,5952,9241,167,150,31.936323924731,80,5,0
Valkyrie Emblazoned Boots,9964.45,15548,30017,65,39,64.088307177772,80,5,0
Berserker's Noble Shoulders,738.65,3500,4989,56,38,21.104285714286,80,4,0
Cleric's Emblazoned Shoulders,1171.05,5689,8073,171,132,20.584461240991,80,5,0
Berserker's Emblazoned Shoulders,7681,42042,58500,144,17,18.269825412683,80,5,0
Valkyrie Emblazoned Shoulders,11820,25748,44200,96,36,45.906478173062,80,5,0
Bowl of Snow Truffle Soup,545.55,424,1143,12929,627,128.66745283019,75,2,3
Bowl of Artichoke Soup,501,347,1000,8958,69,144.38040345821,75,2,3
Plates of Lemongrass Poultry,715.3,1831,2998,4057,1286,39.066084107045,80,2,3
Bowl of Lotus Stirfry,959.45,583,1817,3987,367,164.57118353345,80,2,3
Bowl of Orrian Truffle Soup,613,1034,1940,3158,1297,59.284332688588,80,2,3
Bowl of Curry Pumpkin Soup,728.1,1111,2166,2254,2165,65.535553555356,80,2,3
Tray of Orange Coconut Bars,1145.3,551,1998,660,114,207.85843920145,55,3,3
Tray of Raspberry Peach Compote,770,503,1500,896,144,153.08151093439,75,3,3
Tray of Raspberry Peach Bars,770.25,1306,2445,1221,663,58.977794793262,75,3,3
Giant Chocolate Raspberry Cake,1037,406,1700,284,197,255.41871921182,75,3,3
Tray of Mixed Berry Pies,838.95,576,1667,1987,419,145.65104166667,75,3,3
Giant Chocolate Omnomberry Cake,3305.9,4337,8994,875,450,76.225501498732,80,3,3
Tray of Chocolate Omnomberry Creams,1649.3,6082,9098,1028,54,27.117724432752,80,3,3
Tray of Omnomberry Bars,996,4102,6000,2442,271,24.28083861531,80,3,3
Tray of Omnomberry Compote,1153.3,4708,6898,1865,261,24.496601529312,80,3,3
Tray of Omnomberry Cookies,4577.65,3095,9029,824,104,147.90468497577,80,3,3
Tray of Omnomberry Tarts,2333.15,4039,7499,911,68,57.765536023768,80,3,3
Feast of Pepper Steaks,7831.25,2711,12405,327,36,288.8694208779,25,3,3
Feast of Mushroom Pizzas,1083.2,1033,2492,1111,158,104.8596321394,40,3,3
Feast of Rosemary Roasted Meat,2015.9,544,3014,663,73,370.56985294118,40,3,3
Feast of Fancy Veggie Pizzas,2011.7,521,2982,280,185,386.12284069098,60,3,3
Feast of Steak and Asparagus,732.3,420,1358,1689,540,174.35714285714,75,3,3
Feast of Roast Meat with Braised Leeks,2479.5,1420,4590,764,73,174.61267605634,75,3,3
Feast of Steak and Asparagus Dinner,4583.9,1274,6894,831,81,359.80376766091,75,3,3
Feast of Fancy Truffle Burgers,5121.3,2015,8398,469,60,254.158808933,80,3,3
Feast of Fire Flank Steak,1838.65,1482,3909,794,109,124.06545209177,80,3,3
Feast of Lemongrass Poultry,6552.75,22001,33595,809,47,29.783873460297,80,3,3
Feast of Lotus Stirfry,5017.65,3046,9489,961,88,164.72915298752,80,3,3
Feast of Rare Veggie Pizzas,2526.5,6847,11030,1225,135,36.899371987732,80,3,3
Feast of Truffle Ravioli,1845.65,4008,6889,1141,78,46.049151696607,80,3,3
Feast of Truffle Steak Dinner,1596,13702,18000,439,188,11.647934608086,80,3,3
Feast of Truffle Steak,2442.05,7512,11713,1141,85,32.508652822151,80,3,3
Feast of Hummus,3619.2,1098,5552,611,192,329.6174863388,55,3,3
Tray of Raspberry Peach Bread,962.95,2050,3547,554,119,46.973170731707,75,3,3
Feast of Fire Salsa,6643.25,6653,15645,1038,69,99.853449571622,80,3,3
Feast of Lotus Fries,2973.3,1273,4998,1709,182,233.56637863315,80,3,3
Tray of Omnomberry Bread,1078.95,8258,10987,3031,85,13.065512230564,80,3,3
Feast of Roasted Lotus Root,1437.6,4507,6996,1467,219,31.897049034835,80,3,3
Feast of Seaweed Salad,6681,1732,9900,1653,34,385.73903002309,80,3,3
Feast of Truffle Sautee,2387,1436,4500,1467,165,166.22562674095,80,3,3
Pot of Kale Soup,2182.95,1204,3987,408,124,181.30813953488,40,3,3
Pot of Spiced Meat and Cabbage Stew,2543.95,724,3847,555,120,351.37430939227,60,3,3
Pot of Poultry and Leek Soup,2599.05,10007,14833,1382,124,25.972319376436,75,3,3
Pot of Butternut Squash Soup,4465.15,4032,9999,318,31,110.74280753968,75,3,3
Pot of Curry Butternut Squash Soup,2343.65,20000,26289,477,319,11.71825,80,3,3
Pot of Fire Veggie Chili,3964.5,2332,7410,592,179,170.00428816467,80,3,3
Pot of Orrian Truffle and Meat Stew,4353.3,6268,12498,415,119,69.452776005105,80,3,3
Pot of Orrian Truffle Soup,6365.25,10535,19885,539,26,60.420028476507,80,3,3
Unidentified Blue Dye,2635,10113,15000,223,32,26.055572035993,0,4,4
Unidentified Brown Dye,1744.45,5051,7997,212,152,34.536725400911,0,4,4
Unidentified Green Dye,6063.5,11606,20790,245,29,52.244528692056,0,4,4
Unidentified Orange Dye,1463.5,7026,9990,1077,150,20.829775120979,0,4,4
Unidentified Purple Dye,1742.9,3520,6194,650,386,49.514204545455,0,4,4
Unidentified Red Dye,896,7602,10000,244,103,11.786372007366,0,4,4
Unidentified Yellow Dye,1261,2562,4500,1446,746,49.219359875098,0,4,4
Unidentified Blue Dye,759.35,2121,3391,597,273,35.801508722301,0,3,4
Unidentified Green Dye,2126,3329,6420,458,96,63.863021928507,0,3,4
Unidentified Orange Dye,520,1892,2840,431,426,27.484143763214,0,3,4
Unidentified Yellow Dye,755.5,1869,3090,343,173,40.422685928304,0,3,4
Unidentified Blue Dye,594.5,1061,1950,996,280,56.032045240339,0,2,4
Unidentified Brown Dye,789.2,1140,2272,699,267,69.228070175439,0,2,4
Unidentified Green Dye,2042.7,2751,5642,225,56,74.252998909487,0,2,4
Unidentified Red Dye,831.95,1977,3307,342,256,42.08143651998,0,2,4
Darksteel Greatsword Blade,689,890,1860,773,222,77.415730337079,0,1,5
Orichalcum Greatsword Blade,610.15,2787,3999,3199,1983,21.892716182275,0,1,5
Steel Greatsword Blade,574.5,826,1650,1202,398,69.55205811138,0,1,5
Darksteel Dagger Blade,585.45,1025,1897,847,169,57.117073170732,0,1,5
Orichalcum Dagger Blade,723.9,2329,3594,319,163,31.082009446114,0,1,5
Orichalcum Hammer Head,503.45,2552,3597,1353,682,19.727664576802,0,1,5
Large Ancient Haft,901.65,1620,2969,1259,519,55.657407407407,0,1,5
Steel Shield Backing,566.8,730,1528,1450,781,77.643835616438,0,1,5
Darksteel Shield Boss,544.25,750,1525,959,384,72.566666666667,0,1,5
Darksteel Rifle Barrel,724.05,849,1853,606,218,85.282685512367,0,1,5
Steel Rifle Barrel,693.4,583,1504,1319,325,118.93653516295,0,1,5
Orichalcum Pistol Barrel,1361.6,2713,4796,442,187,50.187983781791,0,1,5
Steel Pistol Barrel,788,1131,2260,1152,275,69.672855879752,0,1,5
Ancient Longbow Stave,1383.35,4557,6991,1258,673,30.356594250603,0,1,5
Hard Short-Bow Stave,750.15,522,1499,1063,452,143.70689655172,0,1,5
Ancient Short-Bow Stave,1674.05,4523,7293,1261,548,37.011938978554,0,1,5
Soft Staff Shaft,573,734,1540,1086,612,78.065395095368,0,1,5
Ancient Scepter Rod,1133.75,2940,4795,776,723,38.562925170068,0,1,5
Ancient Focus Casing,680.1,3114,4466,621,567,21.840077071291,0,1,5
Orichalcum Spear Head,667.85,2170,3341,1230,625,30.776497695853,0,1,5
Ancient Torch Handle,744.3,1717,2898,785,511,43.348864298195,0,1,5
Wool Vestments Panel,755.1,1730,2926,1278,431,43.647398843931,0,1,5
Cotton Coat Panel,924.75,2078,3535,1651,324,44.501924927815,0,1,5
Cotton Gloves Panel,683.2,566,1472,2118,622,120.70671378092,0,1,5
Cotton Gloves Padding,526.3,388,1078,1250,445,135.64432989691,0,1,5
Cotton Pants Panel,572.65,2442,3549,774,591,23.450040950041,0,1,5
Cotton Shoe Upper,1502.55,912,2843,1115,105,164.75328947368,0,1,5
Cotton Helm Strap,588.25,621,1425,1101,271,94.726247987118,0,1,5
Ancient Harpoon,1998.6,3351,6296,347,182,59.641897940913,0,1,5
Orichalcum Torch Head,811.8,1165,2328,490,148,69.682403433476,0,1,5
Coarse Longcoat Panel,679.4,835,1784,1099,412,81.365269461078,0,1,5
Coarse Goggle Padding,633.15,996,1919,1604,297,63.569277108434,0,1,5
Iron Scale Chest Panel,525.3,1290,2138,1774,586,40.720930232558,0,1,5
Steel Splint Chestplate Panel,514.25,1613,2505,1752,633,31.881587104774,0,1,5
Steel Splint Helmet Lining,645.4,1073,2024,2533,372,60.149114631873,0,1,5
Darksteel Chestplate Panel,1327.5,1331,3130,1104,172,99.737039819684,0,1,5
Darksteel Helmet Lining,583.95,1018,1887,1718,356,57.362475442043,0,1,5
Orichalcum Chestplate Panel,1093.3,3459,5358,1093,242,31.607400982943,0,1,5
Orichalcum Legging Panel,710.2,3531,4992,1192,337,20.113282356273,0,1,5
Linen Coat Panel,1296.55,4280,6563,1309,279,30.293224299065,0,1,5
Linen Gloves Panel,796.55,1125,2263,1413,543,70.804444444444,0,1,5
Linen Gloves Padding,637.25,793,1685,1042,365,80.359394703657,0,1,5
Linen Pants Panel,1164.05,4727,6933,1287,280,24.625555320499,0,1,5
Linen Helm Padding,694.5,825,1790,1839,346,84.181818181818,0,1,5
Linen Epaulet Padding,1307.75,862,2555,1205,139,151.71113689095,0,1,5
Silk Coat Panel,967.5,2507,4090,2522,475,38.59194256083,0,1,5
Silk Pants Panel,1005.6,2746,4416,1000,531,36.620538965768,0,1,5
Silk Shoe Upper,519.8,998,1788,2059,287,52.084168336673,0,1,5
Silk Helm Strap,609.1,635,1466,2127,331,95.92125984252,0,1,5
Silk Epaulet Padding,896.1,1113,2366,1036,432,80.512129380054,0,1,5
Gossamer Coat Panel,659.2,896,1832,999,610,73.571428571429,0,1,5
Rugged Longcoat Padding,521.9,814,1574,925,442,64.115479115479,0,1,5
Rugged Goggle Padding,708.9,967,1974,1033,283,73.309203722854,0,1,5
Rugged Trouser Padding,1057.5,360,1670,2015,287,293.75,0,1,5
Rugged Shoulderguard Padding,520.65,1219,2049,1428,904,42.711238720263,0,1,5
Thick Mask Padding,541,919,1720,1655,129,58.868335146899,0,1,5
Ancient Trident Shaft,1270.6,849,2496,748,566,149.65842167256,0,1,5
Ancient Scepter Core,791.1,1337,2506,943,713,59.169783096485,0,1,5
Ruby Mithril Ring of the Berserker,535.65,609,1349,1060,227,87.955665024631,80,3,15
Sapphire Mithril Earring of the Cleric,649.95,3808,5247,145,139,17.068014705882,80,4,15
Ruby Mithril Earring of the Berserker,3612.85,15409,22381,219,130,23.446362515413,80,4,15
Coral Mithril Earring of the Rampager,641.45,3417,4777,233,196,18.772314896108,80,4,15
Emerald Mithril Earring of the Knight,1128.7,4005,6042,189,163,28.1822721598,80,4,15
Beryl Mithril Earring of the Valkyrie,896.15,5289,7279,195,120,16.943656645869,80,4,15
Lucky Pink Rabbit's Foot of the Valkyrie,8455.6,20099,33596,190,15,42.069754714165,80,4,15
Cleric's Destroyer Staff,131823.65,173400,359089,78,9,76.022866205306,80,5,18
Valkyrie Destroyer Staff,87515.15,201397,339899,164,21,43.454048471427,80,5,18
Rampager's Destroyer Staff,126598,162400,340000,182,7,77.954433497537,80,5,18
Knight's Destroyer Staff,160998,182400,404000,172,17,88.266447368421,80,5,18
Berserker's Destroyer Trident,74276.65,180712,299989,185,7,41.102223427332,80,5,18
Carrion Destroyer Scepter,51887.45,160608,249997,87,12,32.306890067743,80,5,18
Cleric's Destroyer Scepter,72257.95,123841,230707,81,19,58.347356691241,80,5,18
Berserker's Destroyer Scepter,43517,168811,249800,155,18,25.778533389412,80,5,18
Rampager's Destroyer Scepter,103471.75,151522,299995,42,8,68.28826837027,80,5,18
Carrion Destroyer Focus,40561.5,102738,168590,43,17,39.480523272791,80,5,18
Cleric's Destroyer Focus,28789.2,100453,152052,30,12,28.659373040128,80,5,18
Berserker's Destroyer Focus,49736,150012,235000,92,15,33.154680958857,80,5,18
Rampager's Destroyer Focus,58717,102781,190000,12,9,57.128263005808,80,5,18
Knight's Destroyer Focus,68259.05,105813,204793,21,11,64.509134038351,80,5,18
Carrion Destroyer Short Bow,132013,165400,349900,26,10,79.814389359129,80,5,18
Cleric's Destroyer Short Bow,75237.65,181400,301929,20,7,41.476102535832,80,5,18
Valkyrie's Destroyer Short Bow,88587.25,200398,339985,38,12,44.205655745067,80,5,18
Berserker's Destroyer Short Bow,93094.9,221398,369994,135,11,42.048663492895,80,5,18
Rampager's Destroyer Short Bow,145080.15,152400,349979,273,9,95.196948818898,80,5,18
Carrion Destroyer Warhorn,96006.75,121213,255555,20,7,79.20499451379,80,5,18
Valkyrie Destroyer Warhorn,81583.2,113738,229792,20,10,71.72906152737,80,5,18
Berserker's Destroyer Warhorn,63741.15,140001,239699,16,15,45.529067649517,80,5,18
Rampager's Destroyer Warhorn,73657.6,114782,221696,86,6,64.171734244045,80,5,18
Knight's Destroyer Warhorn,83432.3,127789,248498,25,9,65.289109391262,80,5,18
Cleric's Destroyer Torch,37309.5,90401,150250,17,11,41.271114257586,80,5,18
Valkyrie Destroyer Torch,70250.7,107824,209502,50,10,65.153119899095,80,5,18
Rampager's Destroyer Torch,93180.75,127813,259995,22,11,72.903969079828,80,5,18
Carrion Destroyer Longbow,127096.3,170400,349998,31,11,74.587030516432,80,5,18
Cleric's Destroyer Longbow,107845.45,168400,324997,281,6,64.041241092637,80,5,18
Valkyrie Destroyer Longbow,73860.15,211397,335599,434,14,34.939071983046,80,5,18
Berserker's Destroyer Longbow,43580.65,241158,334989,215,27,18.071409615273,80,5,18
Rampager's Destroyer Longbow,111926.6,202398,369796,57,11,55.30025000247,80,5,18
Carrion Destroyer Pistol,76926.05,160301,279093,81,14,47.988502878959,80,5,18
Valkyrie Destroyer Pistol,89771.35,137815,267751,61,10,65.139026956427,80,5,18
Berserker's Destroyer Pistol,100746.15,141416,284899,283,18,71.240984047067,80,5,18
Rampager's Destroyer Pistol,78629,142284,259900,189,15,55.26201118889,80,5,18
Knight's Destroyer Pistol,66085.15,127780,228079,98,7,51.717913601503,80,5,18
Carrion Destroyer Rifle,64389.05,190603,299993,11,6,33.781761042586,80,5,18
Cleric's Destroyer Rifle,92046.1,148439,282926,103,13,62.009377589448,80,5,18
Berserker's Destroyer Rifle,119580,185398,358800,251,7,64.499077659953,80,5,18
Rampager's Destroyer Rifle,134845.45,158400,344997,60,11,85.129703282828,80,5,18
Valkyrie Destroyer Harpoon Gun,94269.15,92728,219999,49,9,101.66201147442,80,5,18
Carrion Destroyer Dagger,87845.15,132727,259499,356,13,66.184838051037,80,5,18
Cleric's Destroyer Dagger,89240.75,140168,269895,50,11,63.666992466183,80,5,18
Berserker's Destroyer Dagger,25197,192316,255900,288,9,13.101873999043,80,5,18
Valkyrie Destroyer Dagger,57894.3,171602,269998,265,16,33.73754385147,80,5,18
Rampager's Destroyer Dagger,73721.7,160011,274982,136,14,46.07289498847,80,5,18
Knight's Destroyer Dagger,75419.9,160023,276994,21,14,47.13066246727,80,5,18
Carrion Destroyer Sword,98711.45,147784,289997,179,6,66.794409408326,80,5,18
Berserker's Destroyer Sword,33671,187327,260000,87,13,17.974451093542,80,5,18
Valkyrie Destroyer Sword,77040.45,160003,278877,200,14,48.149378449154,80,5,18
